CustomerID,Gender,Age,SeniorCitizen,Tenure_Months,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,DataUsage_GB,Churn
CUST_02805,Male,38,0,45,Month-to-month,No,Bank transfer,37.16,1664.09,0,65.4,No
CUST_02806,Male,38,0,8,Month-to-month,No,Bank transfer,35.85,285.11,4,57.7,No
CUST_02807,Male,39,0,18,Two year,No,Bank transfer,104.06,1891.76,0,64.3,No
CUST_02808,Male,62,0,33,Two year,No,Electronic check,106.93,3523.33,0,34.7,No
CUST_02809,Male,24,0,1,Month-to-month,No,Electronic check,29.3,31.09,0,11.7,No
CUST_02810,Female,72,1,6,One year,No,Electronic check,110.87,674.64,1,48.4,No
CUST_02811,Male,34,0,41,Two year,Yes,Credit card,47.33,1907.66,2,87.2,No
CUST_02812,Male,79,1,55,Month-to-month,No,Electronic check,81.86,4491.79,0,63.3,No
CUST_02813,Male,19,0,5,Month-to-month,Yes,Mailed check,26.86,153.83,0,64.7,No
CUST_02814,Female,29,0,59,Month-to-month,Yes,Mailed check,58.07,3436.33,3,29.9,Yes
CUST_02815,Female,74,1,18,One year,Yes,Mailed check,65.07,1181.8,2,59.0,No
CUST_02816,Female,59,0,49,Month-to-month,Yes,Credit card,79.98,3909.76,0,28.1,No
CUST_02817,Female,35,0,65,One year,No,Credit card,72.53,4728.78,1,49.7,No
CUST_02818,Male,71,1,54,Month-to-month,Yes,Electronic check,66.15,3563.89,6,44.8,No
CUST_02819,Male,76,1,61,Month-to-month,Yes,Bank transfer,115.96,7074.72,0,59.3,No
CUST_02820,Female,28,0,8,Month-to-month,Yes,Mailed check,38.5,314.97,1,50.7,No
CUST_02821,Female,33,0,3,Month-to-month,No,Credit card,35.8,115.73,1,67.9,No
CUST_02822,Male,66,1,25,Month-to-month,Yes,Mailed check,91.34,2288.48,0,70.6,Yes
CUST_02823,Male,68,1,69,Month-to-month,Yes,Electronic check,27.46,1892.4,0,74.6,No
CUST_02824,Female,35,0,55,Two year,No,Credit card,68.29,3737.43,0,110.4,No
CUST_02825,Female,52,0,40,Month-to-month,No,Bank transfer,68.41,2737.04,3,34.9,Yes
CUST_02826,Female,70,1,50,One year,No,Bank transfer,51.0,2528.44,1,41.9,No
CUST_02827,Female,76,1,33,Two year,No,Credit card,113.04,3736.14,1,42.4,No
CUST_02828,Male,43,0,18,Two year,No,Bank transfer,48.25,858.79,2,11.2,No
CUST_02829,Male,33,0,57,Two year,No,Electronic check,48.84,2782.52,3,55.7,No
CUST_02830,Male,23,0,16,One year,No,Bank transfer,43.43,689.76,2,48.1,No
CUST_02831,Female,74,1,38,Month-to-month,No,Mailed check,34.58,1319.65,1,73.1,No
CUST_02832,Female,61,0,41,Two year,No,Mailed check,56.4,2304.54,3,68.3,No
CUST_02833,Male,60,0,7,Two year,Yes,Mailed check,88.09,619.18,1,58.9,No
CUST_02834,Male,64,0,53,Two year,No,Credit card,94.22,4995.31,1,55.4,No
CUST_02835,Male,64,0,63,One year,Yes,Credit card,101.34,6385.2,0,38.8,No
CUST_02836,Male,65,1,32,One year,Yes,Credit card,39.75,1276.07,1,53.9,No
CUST_02837,Female,59,0,38,Month-to-month,No,Credit card,23.56,883.38,1,57.6,No
CUST_02838,Male,29,0,22,One year,No,Credit card,117.47,2572.65,2,49.5,No
CUST_02839,Male,77,1,16,Month-to-month,No,Electronic check,21.43,357.27,3,49.6,Yes
CUST_02840,Male,30,0,52,Month-to-month,No,Credit card,116.07,6020.13,4,52.8,No
CUST_02841,Male,21,0,29,One year,Yes,Bank transfer,102.88,3005.23,1,54.2,No
CUST_02842,Male,56,0,16,Month-to-month,Yes,Electronic check,111.21,1777.94,0,68.0,No
CUST_02843,Male,71,1,17,Month-to-month,No,Credit card,58.72,989.71,1,0.0,No
CUST_02844,Male,19,0,64,Two year,Yes,Bank transfer,39.72,2550.7,1,55.6,Yes
CUST_02845,Female,43,0,13,Two year,No,Electronic check,80.65,1042.78,2,55.2,No
CUST_02846,Female,76,1,72,One year,Yes,Mailed check,94.13,6780.39,2,67.0,No
CUST_02847,Female,44,0,56,One year,Yes,Electronic check,33.09,1865.25,4,48.0,No
CUST_02848,Female,44,0,5,Two year,No,Credit card,99.76,505.94,2,8.1,No
CUST_02849,Male,32,0,12,Month-to-month,No,Electronic check,40.86,494.58,0,13.7,No
CUST_02850,Female,25,0,41,One year,Yes,Electronic check,69.17,2842.42,2,8.4,No
CUST_02851,Female,24,0,3,Month-to-month,No,Mailed check,105.65,317.35,3,70.3,Yes
CUST_02852,Male,64,0,33,Month-to-month,Yes,Electronic check,39.34,1306.41,1,21.2,No
CUST_02853,Male,72,1,50,One year,No,Electronic check,44.19,,0,76.4,No
CUST_02854,Female,63,0,56,One year,No,Mailed check,26.28,1486.11,1,42.6,No
CUST_02855,Female,57,0,9,Month-to-month,No,Credit card,34.66,310.39,1,45.7,No
CUST_02856,Male,77,1,50,Month-to-month,No,Bank transfer,34.65,1734.4,0,84.9,No
CUST_02857,Female,29,0,29,One year,No,Electronic check,40.34,1166.8,1,55.6,No
CUST_02858,Male,30,0,39,One year,No,Mailed check,48.62,1902.24,0,22.7,No
CUST_02859,Male,79,1,45,One year,No,Electronic check,101.5,4577.97,2,52.4,No
CUST_02860,Male,60,0,17,Month-to-month,Yes,Credit card,111.58,1886.88,2,69.2,No
CUST_02861,Male,34,0,56,One year,No,Credit card,60.63,3394.48,0,39.3,No
CUST_02862,Female,78,1,46,Month-to-month,Yes,Mailed check,32.82,1511.46,0,86.5,No
CUST_02863,Male,34,0,67,Month-to-month,No,Bank transfer,42.38,2843.89,1,25.0,No
CUST_02864,Male,73,1,69,One year,Yes,Bank transfer,93.62,6456.91,2,7.8,No
CUST_02865,Female,53,0,14,One year,No,Electronic check,87.74,1224.08,4,84.9,No
CUST_02866,Male,38,0,67,Month-to-month,No,Mailed check,116.72,7829.15,1,33.0,No
CUST_02867,Female,25,0,23,Month-to-month,Yes,Bank transfer,21.45,498.41,4,30.5,No
CUST_02868,Female,22,0,61,One year,No,Credit card,95.08,5801.78,2,40.0,No
CUST_02869,Female,43,0,23,Month-to-month,No,Bank transfer,70.58,1635.82,1,30.5,No
CUST_02870,Male,33,0,27,Month-to-month,No,Mailed check,110.27,2963.89,0,68.0,No
CUST_02871,Female,53,0,54,Month-to-month,No,Credit card,77.62,4199.28,4,40.7,No
CUST_02872,Female,45,0,10,Month-to-month,No,Electronic check,64.67,650.4,0,26.2,Yes
CUST_02873,Male,71,1,16,Month-to-month,Yes,Credit card,86.59,1370.81,1,44.5,No
CUST_02874,Female,46,0,41,Two year,No,Bank transfer,103.35,4249.11,1,31.9,Yes
CUST_02875,Female,64,0,55,One year,Yes,Bank transfer,48.25,2659.64,1,49.2,No
CUST_02876,Female,29,0,61,One year,Yes,Bank transfer,30.75,1883.15,4,30.9,No
CUST_02877,Female,54,0,49,One year,Yes,Electronic check,63.3,3098.75,4,46.1,No
CUST_02878,Female,47,0,52,One year,Yes,Bank transfer,41.45,2163.13,2,46.6,No
CUST_02879,Male,40,0,2,Two year,Yes,Mailed check,62.95,118.6,2,87.3,No
CUST_02880,Female,33,0,50,One year,Yes,Electronic check,119.1,5941.79,1,73.6,No
CUST_02881,Female,31,0,43,Month-to-month,Yes,Credit card,77.41,3328.59,0,53.5,No
CUST_02882,Male,27,0,8,One year,Yes,Bank transfer,89.36,721.63,1,43.9,No
CUST_02883,Male,24,0,59,Month-to-month,No,Mailed check,87.79,5189.93,0,43.6,No
CUST_02884,Male,62,0,65,One year,Yes,Mailed check,102.07,6636.06,0,52.6,No
CUST_02885,Female,69,1,12,One year,No,Electronic check,114.41,1373.69,0,33.2,No
CUST_02886,Male,77,1,4,Two year,Yes,Mailed check,85.88,353.67,1,42.5,No
CUST_02887,Female,78,1,41,One year,Yes,Electronic check,67.61,2768.65,3,45.0,No
CUST_02888,Female,54,0,7,Month-to-month,No,Electronic check,51.78,356.86,2,49.6,No
CUST_02889,Male,46,0,69,Month-to-month,Yes,Electronic check,56.03,3882.08,0,53.2,No
CUST_02890,Male,20,0,69,Month-to-month,No,Credit card,53.45,3685.14,1,64.5,Yes
CUST_02891,Female,32,0,30,Month-to-month,Yes,Credit card,52.45,1582.56,0,68.5,No
CUST_02892,Male,53,0,6,Month-to-month,No,Mailed check,89.46,550.37,3,60.9,No
CUST_02893,Female,64,0,19,Month-to-month,No,Credit card,78.77,1498.75,0,84.9,No
CUST_02894,Male,63,0,66,Month-to-month,Yes,Electronic check,40.2,2655.81,2,63.2,No
CUST_02895,Male,69,1,10,Two year,Yes,Electronic check,116.96,1187.6,2,48.9,No
CUST_02896,Male,36,0,16,Month-to-month,Yes,Credit card,62.77,991.28,0,48.4,No
CUST_02897,Female,30,0,37,Month-to-month,Yes,Mailed check,76.61,2821.27,2,68.2,Yes
CUST_02898,Male,59,0,32,Month-to-month,No,Electronic check,90.26,2896.48,0,45.1,No
CUST_02899,Female,38,0,47,One year,No,Credit card,81.37,3820.2,1,58.1,Yes
CUST_02900,Female,54,0,72,Month-to-month,No,Bank transfer,51.11,3688.19,3,60.1,No
CUST_02901,Female,44,0,43,One year,No,Mailed check,99.77,4289.57,1,0.6,No
CUST_02902,Female,72,1,36,Month-to-month,No,Mailed check,31.02,1124.88,4,20.1,No
CUST_02903,Male,69,1,26,One year,No,Mailed check,76.9,1990.57,2,67.5,No
CUST_02904,Female,46,0,10,Two year,No,Bank transfer,47.33,479.45,2,58.9,No
CUST_02905,Female,37,0,31,Month-to-month,Yes,Electronic check,81.58,2523.85,1,0.0,Yes
CUST_02906,Male,42,0,29,Month-to-month,Yes,Mailed check,41.8,1219.38,2,0.0,No
CUST_02907,Female,23,0,5,Month-to-month,Yes,Credit card,97.22,509.75,3,79.1,Yes
CUST_02908,Male,53,0,1,One year,Yes,Mailed check,42.75,42.75,2,63.0,No
CUST_02909,Female,19,0,3,Month-to-month,Yes,Credit card,109.04,323.58,1,77.6,No
CUST_02910,Male,39,0,67,One year,Yes,Mailed check,106.16,7111.14,0,30.7,No
CUST_02911,Female,49,0,71,One year,Yes,Credit card,56.24,3996.22,2,37.7,No
CUST_02912,Male,33,0,35,One year,Yes,Credit card,58.58,2027.46,1,86.4,No
CUST_02913,Female,35,0,15,Month-to-month,No,Credit card,90.15,1352.59,2,58.2,No
CUST_02914,Female,22,0,67,Month-to-month,Yes,Bank transfer,29.04,1943.32,3,51.7,No
CUST_02915,Male,71,1,30,One year,Yes,Bank transfer,28.09,840.64,0,46.8,No
CUST_02916,Male,53,0,43,Two year,Yes,Bank transfer,33.63,1449.14,3,15.4,No
CUST_02917,Male,47,0,60,Two year,No,Electronic check,76.25,4578.39,2,72.6,No
CUST_02918,Male,62,0,40,Two year,Yes,Credit card,34.9,1399.4,4,10.5,No
CUST_02919,Female,36,0,65,One year,No,Electronic check,47.76,3093.74,3,63.1,No
CUST_02920,Female,40,0,29,One year,No,Bank transfer,84.69,2453.54,2,51.7,No
CUST_02921,Male,51,0,19,One year,Yes,Credit card,21.56,406.76,0,55.9,No
CUST_02922,Female,30,0,3,Month-to-month,No,Electronic check,38.02,119.34,1,38.2,Yes
CUST_02923,Male,60,0,36,One year,Yes,Bank transfer,112.99,4058.09,1,79.2,No
CUST_02924,Male,79,1,43,Month-to-month,Yes,Electronic check,86.36,3715.32,0,38.4,No
CUST_02925,Female,71,1,15,Month-to-month,Yes,Electronic check,50.56,774.42,3,49.5,No
CUST_02926,Female,46,0,41,One year,No,Bank transfer,24.53,979.14,4,50.3,No
CUST_02927,Female,53,0,36,Month-to-month,Yes,Credit card,78.6,2828.08,2,43.4,No
CUST_02928,Female,39,0,33,Month-to-month,Yes,Mailed check,42.29,1375.61,2,58.1,No
CUST_02929,Female,69,1,5,Month-to-month,Yes,Mailed check,116.02,580.09,0,64.4,No
CUST_02930,Female,69,1,14,Two year,No,Electronic check,88.7,1250.1,0,47.8,No
CUST_02931,Female,64,0,68,One year,No,Electronic check,117.41,7978.93,1,62.6,No
CUST_02932,Male,53,0,47,One year,No,Electronic check,104.89,4939.09,4,62.8,No
CUST_02933,Male,26,0,54,Month-to-month,No,Credit card,68.3,3701.96,4,57.9,No
CUST_02934,Male,56,0,4,Month-to-month,Yes,Electronic check,86.96,351.84,0,80.1,No
CUST_02935,Male,68,1,9,Month-to-month,Yes,Electronic check,101.21,905.75,3,82.4,Yes
CUST_02936,Male,36,0,53,Month-to-month,No,Electronic check,77.82,4129.71,1,42.0,No
CUST_02937,Female,55,0,60,One year,Yes,Bank transfer,26.15,1585.73,2,44.0,Yes
CUST_02938,Male,23,0,46,Month-to-month,No,Mailed check,67.04,3070.74,1,63.9,No
CUST_02939,Male,69,1,54,Month-to-month,Yes,Mailed check,33.06,1796.18,3,48.7,No
CUST_02940,Male,64,0,37,Month-to-month,Yes,Bank transfer,91.48,3372.04,0,56.2,No
CUST_02941,Male,32,0,23,Month-to-month,No,Credit card,88.06,2010.27,2,26.6,No
CUST_02942,Male,74,1,27,Month-to-month,No,Credit card,119.29,3208.52,1,44.6,Yes
CUST_02943,Male,37,0,70,One year,Yes,Credit card,82.88,5801.27,2,51.7,No
CUST_02944,Male,26,0,66,One year,No,Bank transfer,100.01,6613.54,2,31.7,No
CUST_02945,Female,49,0,61,Two year,Yes,Mailed check,46.83,2836.45,3,17.0,No
CUST_02946,Female,21,0,51,One year,Yes,Mailed check,54.0,2764.02,0,75.5,No
CUST_02947,Male,67,1,50,Month-to-month,Yes,Electronic check,111.7,5583.59,3,19.1,Yes
CUST_02948,Female,35,0,19,One year,Yes,Mailed check,95.52,1803.84,2,81.2,No
CUST_02949,Female,22,0,1,One year,No,Credit card,85.53,91.44,3,72.6,No
CUST_02950,Female,37,0,40,Month-to-month,Yes,Credit card,45.4,1811.36,1,56.2,No
CUST_02951,Female,40,0,32,One year,Yes,Electronic check,89.86,2898.04,1,59.0,No
CUST_02952,Male,79,1,22,Two year,Yes,Electronic check,108.68,2395.86,0,64.9,No
CUST_02953,Female,28,0,66,Month-to-month,No,Mailed check,43.08,2843.82,1,41.7,No
CUST_02954,Female,54,0,40,One year,Yes,Electronic check,90.61,3630.98,0,42.6,No
CUST_02955,Female,39,0,38,Two year,No,Electronic check,59.37,2269.47,0,46.1,No
CUST_02956,Male,75,1,48,One year,No,Bank transfer,31.88,1544.49,2,56.9,No
CUST_02957,Male,21,0,55,One year,No,Mailed check,96.35,5308.31,1,36.6,No
CUST_02958,Male,46,0,55,Month-to-month,No,Credit card,36.71,2033.02,1,39.8,Yes
CUST_02959,Male,61,0,51,Month-to-month,No,Bank transfer,45.29,2321.8,1,90.0,Yes
CUST_02960,Male,51,0,60,One year,No,Credit card,98.29,5906.75,2,56.2,No
CUST_02961,Male,30,0,8,One year,No,Electronic check,94.21,749.76,0,26.8,No
CUST_02962,Male,59,0,68,Two year,Yes,Electronic check,45.42,3101.02,3,67.1,No
CUST_02963,Female,26,0,72,Month-to-month,Yes,Credit card,114.1,8210.66,2,44.3,No
CUST_02964,Female,59,0,9,Month-to-month,No,Bank transfer,41.53,376.39,0,37.9,No
CUST_02965,Female,48,0,2,Month-to-month,No,Bank transfer,119.36,234.96,0,98.8,Yes
CUST_02966,Male,24,0,70,Month-to-month,No,Bank transfer,93.79,6572.04,1,51.5,No
CUST_02967,Male,21,0,59,Month-to-month,Yes,Electronic check,59.25,3508.59,1,33.9,No
CUST_02968,Male,36,0,19,Month-to-month,No,Mailed check,33.03,623.59,2,38.4,No
CUST_02969,Male,59,0,28,Month-to-month,Yes,Electronic check,52.05,1443.31,1,53.0,No
CUST_02970,Male,47,0,72,Month-to-month,Yes,Credit card,39.37,2845.02,0,52.8,No
CUST_02971,Female,48,0,14,Month-to-month,No,Bank transfer,82.18,1160.93,2,59.3,Yes
CUST_02972,Female,52,0,24,Two year,Yes,Mailed check,55.69,1352.1,5,15.8,No
CUST_02973,Male,74,1,44,One year,No,Bank transfer,49.5,2186.97,3,27.7,No
CUST_02974,Male,38,0,56,Month-to-month,No,Electronic check,95.71,5369.12,1,46.2,No
CUST_02975,Male,78,1,51,Two year,No,Mailed check,43.06,2188.88,2,39.4,No
CUST_02976,Male,48,0,32,One year,Yes,Mailed check,78.69,2525.42,2,28.5,No
CUST_02977,Female,36,0,50,Two year,No,Electronic check,39.46,1994.45,4,57.4,No
CUST_02978,Male,48,0,41,Month-to-month,Yes,Bank transfer,91.48,3745.14,2,59.1,No
CUST_02979,Male,70,1,66,Month-to-month,No,Bank transfer,82.51,5433.62,3,84.4,No
CUST_02980,Male,49,0,25,Two year,No,Bank transfer,99.82,2496.79,0,64.1,No
CUST_02981,Male,19,0,61,Month-to-month,No,Electronic check,26.85,1647.21,2,59.6,No
CUST_02982,Female,76,1,66,Two year,No,Credit card,41.01,2708.86,1,46.5,No
CUST_02983,Male,69,1,42,Two year,No,Credit card,35.45,1506.57,3,104.3,No
CUST_02984,Male,27,0,65,Two year,Yes,Bank transfer,39.06,2530.04,1,43.3,No
CUST_02985,Female,19,0,36,Month-to-month,No,Mailed check,30.3,1075.7,2,43.1,No
CUST_02986,Female,19,0,9,Month-to-month,No,Credit card,76.21,700.16,2,69.4,No
CUST_02987,Female,77,1,36,Month-to-month,No,Bank transfer,79.34,2842.27,2,18.0,No
CUST_02988,Male,41,0,38,Two year,Yes,Credit card,104.35,3968.43,0,48.4,No
CUST_02989,Male,34,0,33,Month-to-month,No,Bank transfer,61.77,2052.55,1,52.0,Yes
CUST_02990,Female,49,0,42,One year,No,Credit card,73.24,3078.18,4,41.9,Yes
CUST_02991,Female,33,0,61,Month-to-month,No,Credit card,119.13,7259.98,1,71.0,No
CUST_02992,Female,33,0,46,Month-to-month,No,Mailed check,73.18,3379.21,2,59.9,No
CUST_02993,Female,63,0,61,Month-to-month,Yes,Mailed check,77.36,4720.52,2,55.9,Yes
CUST_02994,Female,56,0,18,One year,No,Credit card,119.59,2150.44,1,51.3,No
CUST_02995,Female,70,1,70,Two year,Yes,Bank transfer,119.41,8375.34,1,42.8,No
CUST_02996,Male,48,0,15,Month-to-month,Yes,Mailed check,62.4,932.28,3,8.5,No
CUST_02997,Male,60,0,48,Two year,Yes,Electronic check,83.49,4001.75,2,60.8,No
CUST_02998,Male,41,0,72,One year,Yes,Mailed check,68.08,4892.75,1,69.2,No
CUST_02999,Female,18,0,13,One year,No,Credit card,92.07,1209.09,2,49.9,No
CUST_03000,Female,28,0,43,One year,No,Credit card,113.84,4899.34,0,20.1,No
CUST_03001,Female,72,1,60,Month-to-month,Yes,Electronic check,50.97,3053.08,3,40.1,No
CUST_03002,Female,38,0,57,Month-to-month,Yes,Mailed check,101.89,5793.2,1,40.5,No
CUST_03003,Female,21,0,71,One year,Yes,Credit card,85.48,6083.51,0,40.8,No
CUST_03004,Female,24,0,17,Month-to-month,No,Electronic check,48.02,811.59,0,60.0,No
CUST_03005,Male,43,0,50,Month-to-month,Yes,Electronic check,99.73,4968.31,3,23.8,No
CUST_03006,Male,64,0,32,Month-to-month,Yes,Bank transfer,62.71,2007.7,1,46.1,No
CUST_03007,Female,67,1,22,One year,Yes,Mailed check,32.04,715.2,1,46.8,No
CUST_03008,Male,29,0,55,Month-to-month,Yes,Mailed check,119.34,6570.99,2,80.2,No
CUST_03009,Female,48,0,57,One year,Yes,Mailed check,62.56,3567.0,1,57.9,No
CUST_03010,Male,34,0,13,Month-to-month,No,Credit card,74.16,959.6,2,41.2,No
CUST_03011,Female,50,0,47,Two year,Yes,Electronic check,100.8,4731.81,0,77.8,No
CUST_03012,Female,28,0,62,Month-to-month,No,Bank transfer,116.09,7210.19,1,25.9,Yes
CUST_03013,Male,45,0,54,One year,No,Mailed check,107.29,5774.07,2,36.6,No
CUST_03014,Male,49,0,29,One year,No,Bank transfer,72.51,2093.16,1,13.6,No
CUST_03015,Female,18,0,22,One year,No,Bank transfer,74.57,1639.57,1,81.6,No
CUST_03016,Female,64,0,65,Month-to-month,No,Electronic check,48.09,3105.82,0,54.3,No
CUST_03017,Male,45,0,29,One year,Yes,Mailed check,66.28,1919.95,1,45.8,No
CUST_03018,Male,70,1,48,Month-to-month,No,Bank transfer,114.68,5492.56,2,74.8,No
CUST_03019,Female,59,0,5,Month-to-month,No,Mailed check,92.69,468.22,2,38.4,Yes
CUST_03020,Male,24,0,35,One year,Yes,Mailed check,21.19,735.84,2,41.1,No
CUST_03021,Female,19,0,71,One year,No,Mailed check,31.65,2243.2,3,71.9,Yes
CUST_03022,Female,59,0,46,One year,Yes,Bank transfer,112.38,5163.1,2,38.5,No
CUST_03023,Female,41,0,35,Two year,Yes,Electronic check,104.87,3677.28,3,40.3,No
CUST_03024,Female,21,0,45,Month-to-month,Yes,Electronic check,68.62,3087.05,1,51.3,No
CUST_03025,Male,61,0,13,Two year,Yes,Bank transfer,81.7,1071.53,0,56.8,No
CUST_03026,Male,36,0,10,Month-to-month,Yes,Credit card,48.96,501.73,3,64.7,No
CUST_03027,Male,43,0,66,One year,No,Mailed check,99.28,6549.81,1,45.7,No
CUST_03028,Male,28,0,70,One year,Yes,Mailed check,80.33,5616.25,5,16.5,Yes
CUST_03029,Male,57,0,72,Month-to-month,Yes,Electronic check,89.48,6438.56,2,57.1,No
CUST_03030,Male,67,1,25,Month-to-month,No,Bank transfer,57.49,1463.89,2,54.1,No
CUST_03031,Male,60,0,44,One year,No,Bank transfer,63.04,2767.75,2,53.5,No
CUST_03032,Female,28,0,60,Month-to-month,No,Credit card,40.77,2444.35,0,34.9,No
CUST_03033,Male,62,0,47,Month-to-month,No,Credit card,114.81,5397.99,3,12.5,Yes
CUST_03034,Male,20,0,40,Month-to-month,Yes,Electronic check,114.66,4591.69,2,49.4,No
CUST_03035,Female,29,0,7,One year,No,Credit card,101.78,713.46,2,31.0,No
CUST_03036,Male,20,0,46,Month-to-month,Yes,Credit card,113.56,5241.29,1,61.1,No
CUST_03037,Male,59,0,23,Month-to-month,No,Bank transfer,86.53,1992.61,4,65.0,No
CUST_03038,Female,44,0,46,Month-to-month,No,Bank transfer,43.47,1997.91,2,19.2,No
CUST_03039,Male,66,1,13,Month-to-month,No,Credit card,96.02,1257.83,1,36.0,Yes
CUST_03040,Male,71,1,21,Two year,No,Electronic check,52.53,1094.21,1,84.1,Yes
CUST_03041,Male,19,0,1,Two year,No,Credit card,64.05,69.44,1,41.1,No
CUST_03042,Female,66,1,19,Month-to-month,Yes,Electronic check,47.44,897.56,2,53.9,Yes
CUST_03043,Male,33,0,60,One year,Yes,Credit card,62.36,3754.59,1,67.6,No
CUST_03044,Male,19,0,33,One year,Yes,Bank transfer,87.93,2915.37,2,54.5,No
CUST_03045,Female,77,1,4,One year,No,Bank transfer,31.06,122.5,0,71.8,Yes
CUST_03046,Male,71,1,3,One year,Yes,Electronic check,30.52,82.86,3,68.7,Yes
CUST_03047,Female,47,0,52,Month-to-month,No,Credit card,88.38,4576.98,0,76.6,No
CUST_03048,Female,37,0,28,Month-to-month,No,Credit card,97.96,2745.08,2,53.5,No
CUST_03049,Male,55,0,70,Month-to-month,Yes,Electronic check,75.15,5238.94,2,41.9,No
CUST_03050,Female,45,0,70,Month-to-month,Yes,Credit card,38.16,2670.64,1,23.7,No
CUST_03051,Female,42,0,55,One year,No,Mailed check,63.08,3463.55,0,58.4,No
CUST_03052,Male,49,0,57,Month-to-month,No,Bank transfer,95.82,5467.18,1,74.9,No
CUST_03053,Female,78,1,16,Month-to-month,Yes,Bank transfer,88.57,1417.04,4,35.2,No
CUST_03054,Female,27,0,24,Month-to-month,No,Electronic check,30.99,738.01,2,37.4,Yes
CUST_03055,Male,77,1,69,One year,Yes,Credit card,116.91,8075.61,1,42.8,No
CUST_03056,Male,59,0,41,Two year,Yes,Electronic check,42.34,1724.88,1,32.0,No
CUST_03057,Male,57,0,47,One year,No,Mailed check,42.04,,0,53.0,No
CUST_03058,Female,50,0,69,Month-to-month,No,Credit card,65.99,4573.64,1,39.9,No
CUST_03059,Male,30,0,31,One year,No,Mailed check,52.72,1644.11,2,26.2,No
CUST_03060,Female,73,1,30,Month-to-month,No,Electronic check,118.4,3547.9,0,33.4,Yes
CUST_03061,Female,58,0,18,Month-to-month,Yes,Bank transfer,27.65,487.5,3,78.8,No
CUST_03062,Female,71,1,44,Month-to-month,No,Mailed check,50.64,2237.68,0,52.3,No
CUST_03063,Female,59,0,27,One year,Yes,Credit card,58.27,1561.11,0,79.0,No
CUST_03064,Female,64,0,26,One year,Yes,Electronic check,69.35,1803.05,2,39.2,No
CUST_03065,Female,54,0,60,Two year,No,Electronic check,21.64,1305.68,1,21.0,No
CUST_03066,Female,71,1,18,One year,Yes,Electronic check,28.24,498.16,1,44.5,No
CUST_03067,Male,33,0,56,Month-to-month,No,Bank transfer,45.78,2553.09,1,82.9,No
CUST_03068,Male,62,0,31,Month-to-month,No,Electronic check,75.4,2324.23,2,3.5,Yes
CUST_03069,Female,39,0,59,Month-to-month,Yes,Electronic check,96.78,5725.8,2,15.1,No
CUST_03070,Female,74,1,2,One year,Yes,Bank transfer,88.65,194.28,5,44.1,Yes
CUST_03071,Male,37,0,39,One year,Yes,Electronic check,76.7,3008.23,2,71.1,Yes
CUST_03072,Female,67,1,61,Two year,No,Electronic check,59.72,3661.29,1,29.2,No
CUST_03073,Male,60,0,63,One year,No,Mailed check,107.07,6739.05,2,53.4,No
CUST_03074,Male,44,0,18,Two year,Yes,Electronic check,65.98,1169.46,1,48.8,No
CUST_03075,Male,58,0,17,One year,No,Bank transfer,49.93,865.76,0,73.9,No
CUST_03076,Female,33,0,39,Two year,No,Mailed check,82.93,3243.7,0,96.3,No
CUST_03077,Female,51,0,71,One year,Yes,Electronic check,89.21,6342.5,2,34.3,No
CUST_03078,Male,49,0,54,One year,No,Bank transfer,59.85,3221.34,1,42.9,No
CUST_03079,Male,43,0,35,One year,Yes,Credit card,22.81,799.47,1,48.7,No
CUST_03080,Male,42,0,11,One year,Yes,Electronic check,29.41,325.14,1,33.6,No
CUST_03081,Male,19,0,61,Month-to-month,Yes,Credit card,104.56,6377.52,3,85.4,No
CUST_03082,Male,29,0,44,Month-to-month,No,Mailed check,25.65,1120.31,3,27.7,Yes
CUST_03083,Female,57,0,68,Month-to-month,Yes,Bank transfer,79.2,5366.72,2,75.1,No
CUST_03084,Male,26,0,25,Month-to-month,Yes,Mailed check,38.37,951.75,1,41.4,No
CUST_03085,Female,29,0,48,One year,Yes,Credit card,42.89,2030.13,0,48.8,Yes
CUST_03086,Male,43,0,32,Month-to-month,Yes,Credit card,47.33,1510.54,4,52.4,No
CUST_03087,Female,26,0,4,Month-to-month,No,Credit card,23.83,89.17,3,40.4,No
CUST_03088,Female,27,0,38,Month-to-month,Yes,Bank transfer,37.72,1421.82,1,65.6,No
CUST_03089,Female,49,0,63,One year,No,Credit card,85.05,5362.16,0,58.6,No
CUST_03090,Female,74,1,47,Month-to-month,Yes,Credit card,69.87,3280.54,3,80.6,No
CUST_03091,Female,51,0,1,Month-to-month,No,Bank transfer,99.73,99.73,1,62.8,No
CUST_03092,Female,65,1,3,Month-to-month,No,Credit card,26.12,92.28,1,26.0,No
CUST_03093,Male,37,0,62,Month-to-month,No,Electronic check,108.89,6747.96,3,46.9,Yes
CUST_03094,Female,56,0,64,Two year,No,Credit card,119.64,7661.49,0,81.6,No
CUST_03095,Male,77,1,17,Month-to-month,Yes,Bank transfer,21.57,355.93,1,38.6,No
CUST_03096,Female,19,0,62,One year,Yes,Credit card,116.76,7241.92,1,79.7,No
CUST_03097,Female,18,0,35,One year,No,Bank transfer,43.59,1524.49,0,64.4,No
CUST_03098,Male,68,1,13,Two year,No,Credit card,89.25,1161.23,0,66.1,No
CUST_03099,Female,77,1,35,Month-to-month,No,Electronic check,49.25,1711.44,0,7.2,No
